ID,P18_genere,P19_edat,P21_salari_brut_anual,P22_urba_rural,P22_provincia
1121,R18_home,R19_45-54anys,R21_50000_mes,R22_semidens,R22_girona
1122,R18_dona,R19_45-54anys,R21_17000-24999,R22_rural,R22_lleida
1123,R18_dona,R19_35-44anys,R21_25000-35999,R22_rural,R22_lleida
1124,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1125,R18_dona,R19_25-34anys,R21_25000-35999,R22_semidens,R22_barcelona
1126,R18_dona,R19_55-64anys,R21_11000-16999,R22_semidens,R22_barcelona
1127,R18_home,R19_65anys_mes,R21_11000-16999,R22_semidens,R22_barcelona
1128,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_lleida
1129,R18_dona,R19_25-34anys,R21_11000-16999,R22_rural,R22_lleida
1130,R18_dona,R19_25-34anys,R21_25000-35999,R22_semidens,R22_tarragona
1131,R18_dona,R19_65anys_mes,R21_menys_11000,R22_semidens,R22_barcelona
1132,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_barcelona
1133,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_girona
1134,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1135,R18_dona,R19_25-34anys,R21_25000-35999,R22_semidens,R22_barcelona
1136,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_tarragona
1137,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1138,R18_dona,R19_25-34anys,R21_11000-16999,R22_semidens,R22_lleida
1141,R18_dona,R19_45-54anys,R21_11000-16999,R22_semidens,R22_barcelona
1142,R18_dona,R19_65anys_mes,R21_25000-35999,R22_rural,R22_barcelona
1143,R18_dona,R19_65anys_mes,R21_menys_11000,R22_semidens,R22_tarragona
1145,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1146,R18_home,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1147,R18_home,R19_55-64anys,R21_25000-35999,R22_rural,R22_lleida
1148,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
1149,R18_home,R19_55-64anys,R21_17000-24999,R22_semidens,R22_barcelona
1150,R18_dona,R19_55-64anys,R21_25000-35999,R22_rural,R22_lleida
1151,R18_home,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1152,R18_home,R19_65anys_mes,R21_25000-35999,R22_semidens,R22_barcelona
1153,R18_dona,R19_45-54anys,R21_11000-16999,R22_semidens,R22_barcelona
1154,R18_dona,R19_35-44anys,R21_25000-35999,R22_rural,R22_barcelona
1155,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1156,R18_home,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1157,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_tarragona
1158,R18_home,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1159,R18_dona,R19_35-44anys,R21_25000-35999,R22_rural,R22_barcelona
1160,R18_dona,R19_35-44anys,R21_11000-16999,R22_urba,R22_barcelona
1161,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_tarragona
1162,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1163,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_girona
1164,R18_dona,R19_65anys_mes,R21_menys_11000,R22_semidens,R22_girona
1165,R18_home,R19_65anys_mes,R21_11000-16999,R22_semidens,R22_girona
1166,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_girona
1167,R18_home,R19_45-54anys,R21_36000-49999,R22_rural,R22_girona
1168,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_tarragona
1169,R18_home,R19_45-54anys,R21_25000-35999,R22_urba,R22_girona
1170,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_girona
1171,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_girona
1172,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
1174,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_girona
1175,R18_home,R19_45-54anys,R21_17000-24999,R22_semidens,R22_barcelona
1176,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_girona
1177,R18_home,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
1178,R18_home,R19_35-44anys,R21_25000-35999,R22_semidens,R22_girona
1179,R18_home,R19_45-54anys,R21_36000-49999,R22_rural,R22_girona
1180,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_tarragona
1181,R18_dona,R19_25-34anys,R21_25000-35999,R22_semidens,R22_barcelona
1182,R18_home,R19_65anys_mes,R21_17000-24999,R22_rural,R22_tarragona
1183,R18_dona,R19_55-64anys,R21_25000-35999,R22_urba,R22_girona
1184,R18_home,R19_55-64anys,R21_25000-35999,R22_semidens,R22_tarragona
1185,R18_dona,R19_45-54anys,R21_menys_11000,R22_semidens,R22_barcelona
1186,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_barcelona
1187,R18_dona,R19_35-44anys,R21_menys_11000,R22_semidens,R22_barcelona
1188,R18_home,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1189,R18_home,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
1190,R18_home,R19_25-34anys,R21_50000_mes,R22_urba,R22_barcelona
1191,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1192,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1194,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_barcelona
1195,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1196,R18_home,R19_16-24anys,R21_25000-35999,R22_urba,R22_barcelona
1197,R18_dona,R19_35-44anys,R21_17000-24999,R22_urba,R22_barcelona
1198,R18_dona,R19_55-64anys,R21_17000-24999,R22_semidens,R22_barcelona
1199,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1200,R18_home,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1201,R18_home,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1202,R18_home,R19_65anys_mes,R21_25000-35999,R22_semidens,R22_barcelona
1203,R18_dona,R19_65anys_mes,R21_36000-49999,R22_semidens,R22_barcelona
1204,R18_dona,R19_65anys_mes,R21_25000-35999,R22_semidens,R22_barcelona
1206,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
1207,R18_dona,R19_55-64anys,R21_36000-49999,R22_semidens,R22_barcelona
1208,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_lleida
1209,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_lleida
1210,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1211,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
1212,R18_dona,R19_35-44anys,R21_25000-35999,R22_semidens,R22_barcelona
1213,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
1214,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_lleida
1215,R18_home,R19_35-44anys,R21_17000-24999,R22_urba,R22_barcelona
1216,R18_dona,R19_65anys_mes,R21_menys_11000,R22_semidens,R22_barcelona
1218,R18_dona,R19_35-44anys,R21_25000-35999,R22_urba,R22_barcelona
1219,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_barcelona
1220,R18_home,R19_65anys_mes,R21_36000-49999,R22_semidens,R22_barcelona
1221,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_tarragona
1222,R18_dona,R19_55-64anys,R21_17000-24999,R22_urba,R22_tarragona
1223,R18_dona,R19_45-54anys,R21_25000-35999,R22_semidens,R22_barcelona
1224,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_lleida
1225,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1226,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1227,R18_home,R19_16-24anys,R21_17000-24999,R22_urba,R22_barcelona
1228,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1229,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1230,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1234,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1235,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1236,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1237,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1238,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1240,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1242,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1243,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1244,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1246,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1247,R18_dona,R19_16-24anys,R21_11000-16999,R22_semidens,R22_barcelona
1248,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_tarragona
1251,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1252,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1253,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1254,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1255,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1256,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1257,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1258,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1259,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1260,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1261,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1262,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1263,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1264,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1265,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1266,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1267,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1268,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1269,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1270,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1271,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1272,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1273,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1274,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1275,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1276,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1277,R18_home,R19_25-34anys,R21_menys_11000,R22_urba,R22_barcelona
1278,R18_dona,R19_16-24anys,R21_11000-16999,R22_semidens,R22_barcelona
1279,R18_dona,R19_55-64anys,R21_25000-35999,R22_urba,R22_barcelona
1280,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_lleida
1281,R18_home,R19_25-34anys,R21_25000-35999,R22_urba,R22_barcelona
1282,R18_home,R19_55-64anys,R21_25000-35999,R22_urba,R22_barcelona
1283,R18_dona,R19_45-54anys,R21_36000-49999,R22_semidens,R22_barcelona
1284,R18_dona,R19_45-54anys,R21_11000-16999,R22_urba,R22_barcelona
1286,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_lleida
1288,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1289,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1290,R18_home,R19_25-34anys,R21_menys_11000,R22_urba,R22_barcelona
1291,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1293,R18_dona,R19_25-34anys,R21_11000-16999,R22_urba,R22_barcelona
1295,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1296,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1298,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1299,R18_dona,R19_65anys_mes,R21_11000-16999,R22_urba,R22_barcelona
1300,R18_dona,R19_55-64anys,R21_11000-16999,R22_urba,R22_barcelona
1302,R18_home,R19_55-64anys,R21_50000_mes,R22_urba,R22_barcelona
1303,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_barcelona
1304,R18_dona,R19_55-64anys,R21_25000-35999,R22_urba,R22_barcelona
1305,R18_home,R19_25-34anys,R21_36000-49999,R22_rural,R22_lleida
1306,R18_home,R19_55-64anys,R21_50000_mes,R22_urba,R22_barcelona
1307,R18_home,R19_25-34anys,R21_17000-24999,R22_rural,R22_tarragona
1308,R18_home,R19_65anys_mes,R21_11000-16999,R22_rural,R22_tarragona
1309,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_barcelona
1310,R18_dona,R19_35-44anys,R21_17000-24999,R22_rural,R22_tarragona
1311,R18_home,R19_55-64anys,R21_11000-16999,R22_urba,R22_barcelona
1312,R18_home,R19_45-54anys,R21_25000-35999,R22_rural,R22_girona
1313,R18_dona,R19_45-54anys,R21_17000-24999,R22_urba,R22_barcelona
1314,R18_dona,R19_25-34anys,R21_11000-16999,R22_urba,R22_barcelona
1315,R18_dona,R19_55-64anys,R21_25000-35999,R22_urba,R22_barcelona
1316,R18_home,R19_65anys_mes,R21_50000_mes,R22_urba,R22_barcelona
1317,R18_dona,R19_55-64anys,R21_25000-35999,R22_urba,R22_barcelona
1318,R18_dona,R19_45-54anys,R21_25000-35999,R22_urba,R22_barcelona
1319,R18_home,R19_65anys_mes,R21_25000-35999,R22_semidens,R22_barcelona
1324,R18_dona,R19_45-54anys,R21_17000-24999,R22_urba,R22_barcelona
1325,R18_home,R19_55-64anys,R21_25000-35999,R22_urba,R22_barcelona
1326,R18_home,R19_25-34anys,R21_50000_mes,R22_rural,R22_tarragona
1327,R18_home,R19_55-64anys,R21_25000-35999,R22_rural,R22_lleida
1328,R18_home,R19_45-54anys,R21_36000-49999,R22_semidens,R22_lleida
1329,R18_home,R19_45-54anys,R21_25000-35999,R22_semidens,R22_lleida
1330,R18_dona,R19_35-44anys,R21_25000-35999,R22_rural,R22_lleida
1331,R18_home,R19_35-44anys,R21_50000_mes,R22_rural,R22_lleida
1332,R18_dona,R19_45-54anys,R21_36000-49999,R22_rural,R22_tarragona
1333,R18_home,R19_35-44anys,R21_17000-24999,R22_rural,R22_lleida
1334,R18_dona,R19_55-64anys,R21_25000-35999,R22_semidens,R22_tarragona
1335,R18_dona,R19_35-44anys,R21_25000-35999,R22_rural,R22_girona
1336,R18_home,R19_35-44anys,R21_17000-24999,R22_rural,R22_girona
1337,R18_home,R19_65anys_mes,R21_menys_11000,R22_rural,R22_barcelona
1338,R18_dona,R19_65anys_mes,R21_36000-49999,R22_rural,R22_barcelona
1339,R18_dona,R19_45-54anys,R21_50000_mes,R22_rural,R22_barcelona
1340,R18_home,R19_55-64anys,R21_25000-35999,R22_rural,R22_barcelona
1341,R18_dona,R19_55-64anys,R21_36000-49999,R22_semidens,R22_barcelona
1342,R18_dona,R19_16-24anys,R21_11000-16999,R22_rural,R22_barcelona
1343,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1344,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1346,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1347,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1348,R18_dona,R19_16-24anys,R21_11000-16999,R22_urba,R22_barcelona
1349,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1350,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1351,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1352,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1353,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1354,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1355,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1356,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1357,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1358,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1359,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1360,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1361,R18_dona,R19_45-54anys,R21_36000-49999,R22_rural,R22_tarragona
1362,R18_dona,R19_16-24anys,R21_menys_11000,R22_rural,R22_lleida
1364,R18_dona,R19_25-34anys,R21_17000-24999,R22_semidens,R22_lleida
1365,R18_dona,R19_45-54anys,R21_36000-49999,R22_rural,R22_barcelona
1366,R18_dona,R19_45-54anys,R21_25000-35999,R22_rural,R22_barcelona
1367,R18_dona,R19_55-64anys,R21_11000-16999,R22_rural,R22_barcelona
1368,R18_dona,R19_45-54anys,R21_25000-35999,R22_rural,R22_tarragona
1369,R18_dona,R19_55-64anys,R21_17000-24999,R22_rural,R22_tarragona
1370,R18_home,R19_55-64anys,R21_36000-49999,R22_rural,R22_barcelona
1371,R18_home,R19_55-64anys,R21_50000_mes,R22_urba,R22_barcelona
1372,R18_dona,R19_65anys_mes,R21_36000-49999,R22_rural,R22_barcelona
1374,R18_dona,R19_65anys_mes,R21_25000-35999,R22_rural,R22_barcelona
1375,R18_dona,R19_65anys_mes,R21_36000-49999,R22_rural,R22_barcelona
1376,R18_dona,R19_45-54anys,R21_50000_mes,R22_rural,R22_barcelona
1377,R18_dona,R19_45-54anys,R21_36000-49999,R22_rural,R22_tarragona
1379,R18_home,R19_45-54anys,R21_17000-24999,R22_rural,R22_barcelona
1380,R18_dona,R19_45-54anys,R21_17000-24999,R22_rural,R22_barcelona
1382,R18_dona,R19_55-64anys,R21_36000-49999,R22_rural,R22_barcelona
1383,R18_home,R19_55-64anys,R21_50000_mes,R22_semidens,R22_barcelona
1384,R18_home,R19_45-54anys,R21_50000_mes,R22_semidens,R22_tarragona
1385,R18_home,R19_55-64anys,R21_11000-16999,R22_urba,R22_lleida
1386,R18_home,R19_65anys_mes,R21_36000-49999,R22_semidens,R22_lleida
1387,R18_dona,R19_35-44anys,R21_36000-49999,R22_semidens,R22_lleida
1389,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_lleida
1390,R18_dona,R19_16-24anys,R21_menys_11000,R22_rural,R22_lleida
1391,R18_dona,R19_16-24anys,R21_11000-16999,R22_rural,R22_lleida
1392,R18_dona,R19_45-54anys,R21_50000_mes,R22_rural,R22_lleida
1393,R18_home,R19_25-34anys,R21_17000-24999,R22_rural,R22_lleida
1394,R18_dona,R19_16-24anys,R21_menys_11000,R22_rural,R22_lleida
1395,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_lleida
1396,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_tarragona
1397,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_tarragona
1398,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_girona
1399,R18_dona,R19_25-34anys,R21_17000-24999,R22_urba,R22_girona
1400,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_girona
1401,R18_dona,R19_16-24anys,R21_11000-16999,R22_semidens,R22_girona
1402,R18_home,R19_16-24anys,R21_11000-16999,R22_semidens,R22_girona
1403,R18_dona,R19_45-54anys,R21_11000-16999,R22_semidens,R22_girona
1404,R18_dona,R19_35-44anys,R21_11000-16999,R22_semidens,R22_girona
1405,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_girona
1406,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1407,R18_dona,R19_35-44anys,R21_17000-24999,R22_semidens,R22_girona
1408,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1409,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_girona
1410,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1411,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1412,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1413,R18_home,R19_16-24anys,R21_25000-35999,R22_semidens,R22_girona
1414,R18_home,R19_25-34anys,R21_11000-16999,R22_semidens,R22_barcelona
1415,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1416,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1417,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1418,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1419,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1420,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1421,R18_dona,R19_45-54anys,R21_36000-49999,R22_urba,R22_barcelona
1422,R18_home,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1423,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1424,R18_dona,R19_25-34anys,R21_17000-24999,R22_urba,R22_barcelona
1425,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1426,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1427,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1428,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1429,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1430,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1431,R18_dona,R19_16-24anys,R21_11000-16999,R22_urba,R22_barcelona
1432,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1433,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_girona
1434,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1436,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1437,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1438,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1439,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1440,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1441,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1442,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1443,R18_dona,R19_16-24anys,R21_menys_11000,R22_rural,R22_barcelona
1444,R18_home,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1445,R18_dona,R19_16-24anys,R21_11000-16999,R22_urba,R22_barcelona
1446,R18_home,R19_25-34anys,R21_25000-35999,R22_rural,R22_barcelona
1447,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1448,R18_dona,R19_45-54anys,R21_11000-16999,R22_semidens,R22_girona
1449,R18_dona,R19_25-34anys,R21_25000-35999,R22_semidens,R22_girona
1450,R18_dona,R19_45-54anys,R21_17000-24999,R22_semidens,R22_girona
1451,R18_home,R19_25-34anys,R21_menys_11000,R22_semidens,R22_tarragona
1452,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_barcelona
1453,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1454,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_barcelona
1455,R18_dona,R19_16-24anys,R21_menys_11000,R22_urba,R22_girona
1456,R18_dona,R19_16-24anys,R21_menys_11000,R22_semidens,R22_girona
1457,R18_dona,R19_16-24anys,R21_menys_11000,R22_rural,R22_girona
1458,R18_dona,R19_25-34anys,R21_17000-24999,R22_urba,R22_girona
